,Код,Название,url,text
705,ВАК 14.01.09,Инфекционные болезни,https://teacode.com/online/vak/p14-01-09.html,"Шифр специальности:
14.01.09 Инфекционные болезни
Формула специальности:
Инфекционные болезни – область медицинской науки о заразных заболеваниях человека. Предметом ее исследования являются болезни, вызванные специфическими возбудителями – микробами и продуктами их жизнедеятельности. В рамках специальности проводится изучение этиологии, патогенеза, патофизиологии и патоморфологии, диагностики, клиники, прогнозирования исходов и лечения инфекционных болезней у человека.
Области исследований:
Изучение свойств возбудителей и их взаимодействие с организмом человека, иммунологические, патоморфологические, биохимические, патофизиологические изменения в организме в процессе болезни, лечения и развития постинфекционного иммунитета.Клинические проявления инфекционного процесса, повреждения и нарушения функции различных органов и систем, особенности течения заболевания во всех возрастных группах, в различных условиях окружающей среды и в сочетании с другими болезнями. Прогнозирование течения инфекционного заболевания и его исходов.Диагностика инфекционных болезней с использованием клинических, микробиологических, генетических, иммунологических, биохимических, инструментальных и других методов исследования, дифференциальная диагностика с другими болезнями инфекционной и неинфекционной природы.Лечение инфекционных болезней: этиотропная, патогенетическая генотерапия, диетотерапия, санаторно-курортное лечение, терапия последствий болезни и реабилитация.
Отрасль наук:
медицинские науки "
706,ВАК 14.01.10,Кожные и венерические болезни,https://teacode.com/online/vak/p14-01-10.html,"Шифр специальности:
14.01.10 Кожные и венерические болезни
Формула специальности:
Кожные и венерические болезни – область медицинской науки, изучающая кожный покров и видимые слизистые оболочки в норме и патологии. Основное внимание уделяется этиологии, эпидемиологии, патогенезу, диагностике, лечению и профилактике дерматозов и инфекций, передаваемых половым путем.
Области исследований:
Различные аспекты патогенеза кожных болезней и заболеваний, передаваемых половым путем (клинические, патоморфологические, генетические, иммунологические, биохимические, функциональные, серологические исследования в динамике болезни).Эпидемиология и статистика дерматозов и инфекций, передаваемых половым путем, в меняющихся условиях жизни. Особенности кожных и венерических болезней в разных регионах РФ. Особенности дерматозов у детей, подростков и взрослых. Организация борьбы с заразными кожными болезнями и инфекциями, передающимися половым путем.Современные клинические проявления кожных и венерических болезней, их роль в комплексной диагностике. Выявление связи поражений кожи с заболеваниями других органов и систем. Клинико-лабораторные параллели при кожных и венерических болезнях. Совершенствование диагностики дерматозов с использованием клинических, лабораторных, функциональных и других методов исследования. Дифференциальный диагноз дерматозов и инфекций, передаваемых половым путем.Совершенствование лечения кожных и венерических заболеваний на основе последних исследований по их этиологии и патогенезу. Новые методы и схемы лечения дерматозов современными медикаментозными средствами, физиотерапевтическими процедурами, диетой, психотерапевтическими воздействиями. Санаторно-курортное лечение. Реабилитационные мероприятия. Разработка новых критериев излеченности.Совершенствование методов первичной и вторичной профилактики дерматозов и инфекций, передаваемых половым путем. Диспансерные методы работы с кожными и венерическими больными.
Отрасль наук:
медицинские науки "
707,ВАК 14.01.11,Нервные болезни,https://teacode.com/online/vak/p14-01-11.html,"Шифр специальности:
14.01.11 Нервные болезни
Формула специальности:
Нервные болезни – область медицинской науки, занимающаяся изучением этиологии, патогенеза, диагностики, лечения и профилактики заболеваний нервной системы.
Области исследований:
Нейрогенетика, наследственные и дегенеративные заболевания нервной системы.Детская неврология.Сосудистые заболевания нервной системы.Демиелинизирующие заболевания нервной системы.Заболевания периферической нервной системы.Нейротравматология.Инфекционные заболевания нервной системы.Вертоброгенные  заболевания нервной системы.Неврология вегетативных и невротических расстройств.Соматоневрология.Профессиональные заболевания нервной системы.Неврология нарушений сна и бодрствования.Неврология эпилепсии и пароксизмальных нарушений сознания.Неврология экстремальных состояний.Неврология болевых синдромов.Нейроонкология.Неврология токсических и ятрогенных повреждений нервной системы.Нейрогериатрия.Нейровизуализационные и инструментальные методы исследования в неврологии.Лечение неврологических больных и нейрореабилитация.Организация неврологической помощи.НейростоматологияНейрореаниманитология
Отрасль наук:
медицинские науки "
708,ВАК 14.01.12,Онкология,https://teacode.com/online/vak/p14-01-12.html,"Шифр специальности:
14.01.12 Онкология
Формула специальности:
Онкология – наука о причинах возникновения, закономерностях развития злокачественных опухолей, создании и совершенствовании системы противораковой борьбы. Глубокое понимание процессов канцерогенеза и совершенствования методов профилактики, диагностики и лечения злокачественных опухолей будет способствовать сохранению здоровья населения, увеличению продолжительности и улучшению качества жизни больных, сокращению сроков временной нетрудоспособности.
Области исследований:
Осуществление профилактики возникновения злокачественных опухолей на основе изучения факторов внешней и внутренней среды организма.Исследования по изучению этиологии и патогенеза злокачественных опухолей, основанные на достижениях ряда естественных наук (генетики, молекулярной биологии, морфологии, иммунологии, биохимии и др.).Разработка и совершенствование программ скрининга и ранней диагностики.Дальнейшее развитие оперативных приемов с использованием всех достижений анестезиологии, реаниматологии и хирургии.Совершенствование методов лучевой терапии и радиохирургии.Внедрение в клиническую практику достижений фармакологии в области создания и использования цитостатиков, гормонов, биологически активных препаратов.Разработка вопросов диагностики, лечения и профилактики в области детской онкологии.
Отрасль наук:
биологические науки 
медицинские науки "
709,ВАК 14.01.13,"Лучевая диагностика, лучевая терапия",https://teacode.com/online/vak/p14-01-13.html,"Шифр специальности:
14.01.13 Лучевая диагностика, лучевая терапия
Формула специальности:
Лучевая диагностика, лучевая терапия – область медицинской науки о диагностике и лечении заболеваний органов и систем с помощью физических воздействий (электромагнитных и корпускулярных излучений и ультразвука). Лучевая терапия изучает влияние различных видов ионизирующих излучений при лечении в основном злокачественных новообразований, а также ряда неопухолевых процессов.
Области исследований:
Лучевая диагностика: диагностика патологических состояний различных органов и систем человека путем формирования и изучения изображений в различных физических полях (электромагнитных, корпускулярных, ультразвуковых и др.).Лучевая терапия:
-клиническая онкология: различные варианты лучевой терапии злокачественных опухолей в качестве самостоятельного радикального, паллиативного и симптоматического пособия, а также компонента комбинированного и комплексного лечения;
-клиническая радиобиология: разработка и апробация различных способов радиомодификации (усиление степени лучевых повреждений опухоли либо защита от лучевых повреждений нормальных тканей);
-реализация в клинике: использование различных сочетаний наружного, интраоперационного, внутриполостного, внутритканевого, аппликационного способов подведения дозы ионизирующего излучения при условии обеспечения гарантии качества лучевой терапии по клиническим, радиобиологическими дозиметрическим позициям.
3. Область применения: диагностика любых заболеваний; лечение в основном злокачественных онкологических заболеваний.
Отрасль наук:
медицинские науки "
710,ВАК 14.01.14,Стоматология,https://teacode.com/online/vak/p14-01-14.html,"Шифр специальности:
14.01.14 Стоматология
Формула специальности:
Стоматология – область науки, занимающаяся изучением этиологии, патогенеза основных стоматологических заболеваний (кариес зубов, заболевания пародонта и др.), разработкой методов их профилактики, диагностики и лечения. Совершенствование методов профилактики, ранней диагностики и современных методов лечения стоматологических заболеваний будет способствовать сохранению здоровья населения страны.
Области исследований:
Изучение этиологии, патогенеза, эпидемиологии, методов профилактики, диагностики и лечения поражений твердых тканей зубов (кариес и др.), их осложнений.Изучение этиологии, патогенеза, эпидемиологии, методов профилактики, диагностики и лечения заболеваний пародонта.Изучение проблем хирургической стоматологии с разработкой методов диагностики и лечения заболеваний челюстно-лицевой области.Изучение этиологии и патогенеза врожденных и приобретенных аномалий развития, дефектов и деформаций челюстно-лицевой области.Разработка и обоснование новых клинико-технологических методов в ортодонтии и зубопротезировании.Разработка и совершенствование методов организации и оказания стоматологической помощи населению и развития специальности в новых условиях хозяйствования.
Отрасль наук:
медицинские науки "
711,ВАК 14.01.15,Травматология и ортопедия,https://teacode.com/online/vak/p14-01-15.html,"Шифр специальности:
14.01.15 Травматология и ортопедия
Формула специальности:
Травматология и ортопедия – область науки, занимающаяся методами диагностики, лечения и профилактики повреждений, их последствий, врожденных и приобретенных заболеваний опорно-двигательной системы (позвоночника, грудной клетки и конечностей). Совершенствование методов профилактики, диагностики и лечения заболеваний и повреждений опорно-двигательной системы будет способствовать сохранению здоровья населения, восстановлению трудоспособности, сокращению продолжительности лечения и улучшению его качества.
Области исследований:

Изучение этиологии, патогенеза и распространенности заболеваний >опорно-двигательной системы.
Изучение травматизма и разработка методов его профилактики.
Разработка и усовершенствование методов диагностики и профилактики заболеваний и повреждений опорно-двигательной системы.
Экспериментальная и клиническая разработка методов лечения заболеваний и повреждений опорно-двигательной системы и внедрение их в клиническую практику.

Отрасль наук:
медицинские науки "
712,ВАК 14.01.16,Фтизиатрия,https://teacode.com/online/vak/p14-01-16.html,"Шифр специальности:
14.01.16 Фтизиатрия
Формула специальности:
Фтизиатрия – область медицинской науки о туберкулезе как инфекционном заболевании человека. Предметом ее исследования является заболевание, вызванное специфическим возбудителем -микобактериями туберкулеза. Основное внимание фтизиатрии направлено на изучение этиологии, патогенеза и патоморфологии туберкулеза у человека, методов выявления, диагностики, клиники, лечения, эпидемиологии и распространенности его среди населения; профилактики, организации противотуберкулезных мероприятий и их эффективности.
Области исследований:
Патогенез туберкулеза, изучение свойств возбудителя микобактерий туберкулеза, взаимодействие возбудителя туберкулеза и организма больного, методы выявления микобактерий туберкулеза, иммунологические, генетические, патоморфологические, биохимические, патофизиологические изменения в организме больных в процессе болезни и лечения.Клинические проявления туберкулеза органов дыхания у детей, подростков и взрослых, нарушения функции органов дыхания и других органов и систем при туберкулезе, туберкулез с сопутствующими заболеваниями, диагностика туберкулеза органов дыхания с использованием клинических, лабораторных, лучевых, бронхолегочных и других методов исследования, дифференциальная диагностика туберкулеза органов дыхания и других заболеваний легких.Лечение туберкулеза органов дыхания: химиотерапия, патогенетическая терапия, санаторно-курортное лечение, амбулаторная химиотерапия, организационные формы проведения химиотерапии, реабилитационное лечение туберкулеза и его последствий.Выявление, эпидемиология и статистика туберкулеза, диспансерное наблюдение за контингентами больных туберкулезом, организация борьбы с туберкулезом. Профилактика, противотуберкулезная вакцинация, химиопрофилактика, санитарная профилактика туберкулеза, лучевая диагностика, туберкулинодиагностика, бактериологическая и молекулярногенетическая диагностика в выявлении туберкулеза, эпидемиология туберкулеза в меняющихся условиях, изучение резервуара туберкулезной инфекции и путей заражения, взаимозаражения туберкулезом человека и животных, новые формы противотуберкулезных мероприятий, диспансерной, стационарной и санаторной работы, статистической отчетности и обработки статистических данных.Внелегочный туберкулез, патогенез, распространенность, статистика, выявление, организация противотуберкулезных мероприятий, диспансерное наблюдение за больными туберкулезом костей и суставов, мочевых и половых органов, лимфатических узлов, глаз, желудочно-кишечного тракта, кожи и других локализаций.
Отрасль наук:
медицинские науки "
713,ВАК 14.01.17,Хирургия,https://teacode.com/online/vak/p14-01-17.html,"Шифр специальности:
14.01.17 Хирургия
Формула специальности:
Хирургия – область медицинской науки, изучающая заболевания и повреждения, в лечении которых важнейшее значение приобретают методы кровавого и бескровного оперативного вмешательства. Создание новой хирургической техники, разработка новых оперативных вмешательств и новых хирургических технологий, а также совершенствование методов профилактики, ранней диагностики и лечения хирургических болезней будут способствовать сохранению здоровья населения, сокращению сроков временной нетрудоспособности и восстановлению трудоспособности.
Области исследований:
Изучение причин, механизмов развития и распространенности хирургических заболеваний.Разработка и усовершенствование методов диагностики и предупреждения хирургических заболеваний.Обобщение интернационального опыта в отдельных странах, разных хирургических школ и отдельных хирургов.Экспериментальная и клиническая разработка методов лечения хирургических болезней и их внедрение в клиническую практику.Усовершенствование методов диспансеризации и профилактики хирургических заболеваний.
Отрасль наук:
медицинские науки "
714,ВАК 14.01.18,Нейрохирургия,https://teacode.com/online/vak/p14-01-18.html,"Шифр специальности:
14.01.18 Нейрохирургия
Формула специальности:
Нейрохирургия – область науки, занимающаяся методами диагностики, лечения и профилактики хирургических заболеваний центральной и периферической нервной системы (головного и спинного мозга, периферических нервов, черепа и позвоночника). Совершенствование методов профилактики, ранней диагностики и лечения нейрохирургических заболеваний и травм нервной системы, черепа и позвоночника будет способствовать сохранению здоровья населения, сокращению сроков временной нетрудоспособности, восстановлению трудоспособности и социальной адаптации.
Области исследований:
Исследования по изучению этиологии, патогенеза, распространенности нейрохирургической патологии.Разработка и усовершенствование методов диагностики и профилактики нейрохирургических заболеваний и нейротравм.Экспериментальная и клиническая разработка методов лечения нейрохирургических заболеваний и травм, внедрение их в клиническую практику.Разработка методов диспансеризации, профилактики нейрохирургических заболеваний (нейроонкологических, нейрососудистых, нейротравматологических, воспалительных заболеваний, требующих хирургического вмешательства, гидроцефалии и др.).
Отрасль наук:
медицинские науки "
715,ВАК 14.01.19,Детская хирургия,https://teacode.com/online/vak/p14-01-19.html,"Шифр специальности:
14.01.19 Детская хирургия
Формула специальности:
Детская хирургия – область медицинских знаний, включающая научные исследования и клиническую практику и охватывающая методы диагностики, лечения и профилактики врожденных и приобретенных хирургических заболеваний, а также различного генеза травм детского (начиная с антенатального) и подросткового возраста. Детская хирургия в качестве ее составных в пределах возрастной зоны ответственности наряду с фетохирургией и хирургией новорожденных включает научные исследования и практическую деятельность по направлениям: общей, гнойной и неотложной хирургии, ортопедии-травматологии, хирургических гастроэнтерологии, олопроктологии и урологии, торакальной хирургии, нейрохирургии, вопросы лечения доброкачественных опухолей, пороков развития сосудов и медицины катастроф, совершенствование методов ранней диагностики, лечения и профилактики хирургических заболеваний и пороков развития в детском возрасте будет способствовать нормальному развитию органов и систем ребенка и формированию правильных функциональных их взаимоотношений. Это существенно улучшит основные показатели здоровья; снизит инвалидизацию населения в социально активном возрасте; ограничит тенденцию к хроническому течению заболеваний и последствий травм; будет способствовать социальной, медицинской и трудовой адаптации инвалидов с детства; существенно улучшит демографические показатели.
Области исследований:
Изучение этиологии, патогенеза и лечения пороков развития, заболеваний, травм и их последствий.Разработка и усовершенствование методов диагностики и профилактики заболеваний, травм и пороков развития.Экспериментальная и клиническая разработка методов лечения хирургических болезней детского возраста и внедрение полученных данных в клиническую практику.Разработка методов диспансеризации, реабилитации, программ этапного лечения пороков развития и хирургических заболеваний у детей (последствия родовой и других травм, пороков развития и заболеваний), разработка комплексных программ преемственности лечения заболеваний со специалистами, занимающимися лечением взрослых.
Отрасль наук:
медицинские науки "
716,ВАК 14.01.20,Анестезиология и реаниматология,https://teacode.com/online/vak/p14-01-20.html,"Шифр специальности:
14.01.20 Анестезиология и реаниматология
Формула специальности:
Анестезиология и реаниматология – область науки, занимающаяся теоретическим обоснованием и практической разработкой методов зашиты организма от чрезвычайных воздействий в связи с хирургическими вмешательствами, а также критическими, угрожающими жизни состояниями, вызванными различными заболеваниями, травмами, отравлениями.
Совершенствование методов анестезии и управления жизненно важными функциями организма будет способствовать улучшению результатов сложных хирургических операций и сохранению жизни людей, находящихся в крайне тяжелом состоянии вследствие заболеваний, травмами, влияния экстремальных ситуаций (землетрясение, пожары, взрывы, катастрофы).
Области исследований:
Разработка и усовершенствование методов анестезии в специализированных разделах медицины.Изучение синдромов критических состояний организма и внедрение в клиническую практику новых методов искусственной вентиляции легких, искусственного кровообращения, экстракорпораторной детоксикации, гипербарической оксигенации.Экспериментальные и клинические исследования по изучению механизма действия фармакологических средств, применяемых при анестезии, реанимации и интенсивной терапии.Разработка и внедрение в клиническую практику дыхательной и контрольно-диагностической аппаратуры на основе новых технологий.Теоретическое обоснование и практическая реализация программ инфузионно-трансфузионной терапии и парентерального питания в различных областях медицины.
Отрасль наук:
медицинские науки "
717,ВАК 14.01.21,Гематология и переливание крови,https://teacode.com/online/vak/p14-01-21.html,"Шифр специальности:
14.01.21 Гематология и переливание крови
Формула специальности:
Гематология и переливание крови – область науки, занимающаяся исследованиями состава крови и закономерностей кроветворения в онто- и филогенезе, в норме и при различных патологических состояниях; изучением эпидемиологии, этиологии, патогенеза, патоморфологии, диагностики и клиники наследственных и приобретенных заболеваний системы крови; разработкой и совершенствованием методов лечения и профилактики заболеваний системы крови, разработкой и совершенствованием способов заготовки и консервирования крови и ее компонентов, кровезаменителей и других трансфузионных сред, а также показаний, правил и методов безопасной гемотрансфузионной, инфузионной и экстракорпоральной терапии; организацией специализированной гематологической и трансфузионной помощи населению, системы донорства и службы крови.
Области исследований:
Изучение кроветворения и состава крови в эксперименте и у человека (в эмбрио- и фетогенезе, в возрастном аспекте, как в норме, так и при различных патологических состояниях) с использованием морфологических, гистохимических, иммунологических, генетических, молекулярно-биологических, культуральных и других методов исследований.Клинические, биохимические и молекулярно-генетические исследования системы гемостаза человека в норме и при различных патологических состояниях.Этиопатогенетические механизмы становления и развития наследственных и приобретенных болезней системы крови с использованием морфологических, биохимических, иммунологических, генетических, молекулярно-биологических и других, в том числе экспериментальных, методов исследований.Диагностика и клиника наследственных и приобретенных болезней системы крови, а также патологических состояний, возникающих в экстремальных условиях, с привлечением широкого спектра лабораторных, клинических и инструментальных исследований, с использованием методов статистического анализа и обобщения клинических данных.Изучение показаний, эффективности и механизмов терапии болезней системы крови; совершенствование тактики и стратегии терапии и профилактики болезней системы крови, медико-социальной реабилитации больных; разработка новых лечебных препаратов с использованием методов клинической фармакологии.Трансплантация костного мозга и стволовых кроветворных клеток периферической и пуповинной крови при наследственных и приобретенных заболеваниях системы крови и иммунной системы, а также в комплексном лечении онкологических заболеваний. Изучение показаний, методов подготовки, проведения трансплантации и ведения посттрансплантационного периода, эффективности и особенностей посттрансплантационного восстановления кроветворения. Типирование и подбор гистосовместимых доноров, создание банков костного мозга и стволовых кроветворных клеток.Статистическое наблюдение и эпидемиология болезней системы крови.Совершенствование и разработка новых методов получения и хранения клеточных и белковых компонентов крови, кровезаменителей и трансфузионных сред, обеспечивающих их безопасное применение.Совершенствование и разработка научно обоснованных показаний и методов компонентной гемотерапии, профилактика и лечение посттрансфузионных реакций и осложнений, в том числе инфекционных и вирусных заболеваний.Фармако-экономические и медико-юридические аспекты в гематологии и переливании крови.Организация специализированной гематологической и трансфузионной помощи, донорства и службы крови.
Отрасль наук:
биологические науки 
медицинские науки "
718,ВАК 14.01.22,Ревматология,https://teacode.com/online/vak/p14-01-22.html,"Шифр специальности:
14.01.22 Ревматология
Формула специальности:
Ревматология – область науки, занимающаяся изучением этиологии, патогенеза, диагностики, дифференциальной диагностики, лечения и профилактики ревматических заболеваний: ревматизма, ревматоидного артрита (РА), реактивных артритов (РеА), заболеваний с системным поражением соединительной ткани (системной красной волчанки — СКВ, склеродермии – СКД, дерматомиозита – ДМ и др.), системных васкулитов, заболеваний околосуставных мягких тканей и связочного аппарата, остеохондроза и остеартроза (ОА), остеопороза.
Области исследований:
Дальнейшее изучение роли стрептококковой инфекции в генезе ревматического поражения и его течении. Роль микст-инфекции в этиологии ревматизма (значение гипотетических микробно-вирусных констилляций). Оценка аллергических и аутоаллергических механизмов в развитии процесса, роль аутоиммунных реакций и нарушений обмена веществ в патогенезе ревматического процесса и других ревматических заболеваний. Поиск новых негормональных противовоспалительных средств (НПВС) в лечении болезней ревматического профиля. Оценка оптимальных доз гормональной терапии и ее комплексации с НПВС.Особенности современного течения РА, РеА, СКВ, СКД, ДМ, системных васкулитов, болезни Рейтера, синдрома Шегрена и др., болезней околосуставных мягких тканей и связочного аппарата. Дальнейшие исследования иммунных и ферментативных сдвигов при этих заболеваниях. Разработка уточненных критериев диагностики ревматических заболеваний и методов лечения с использованием гормональной, иммунносупрессивной, иммуномодулирующей терапии и НПВС. Дальнейшие исследования применения «пульс-терапии» при указанных выше болезнях.Выявление эпидемиологических и статистических закономерностей при ревматических заболеваниях в различных регионах страны. Организация борьбы с ревматическими заболеваниями в детском возрасте и у взрослых. Усовершенствование диспансеризации этой категории больных.Диагностические приемы с использованием клинико-иммунологических, клинико-биохимических (в том числе ферментативных) и клинико-функциональных тестов для уточнения поражений отдельных органов и систем при ревматических заболеваниях. Разработка оптимальных комплексных подходов с использованием патогенетической терапии с целью нормализации нарушенных функций.Определение особенностей течения тех или иных ревматических заболеваний при их сочетании с другой патологией внутренних органов. Тактика коррегирующей терапии.Изучение прогноза ревматических заболеваний, рецидивов болезней в зависимости от вида и метода используемого лечения. Отработка наиболее оптимальных направлений в терапии.
Отрасль наук:
медицинские науки "
